Organisation,Year,Account_Number,Country,Industry,Ticker,ISIN,Scope_1,Scope_2,Bio_CO2,Publication_data,Total
WorleyParsons,2011,20792,Australia,Energy,WOR AU,AU000000WOR2,39209,56959,NA,2013,96168
Yamaha Corporation,2011,20883,Japan,Consumer Discretionary,7951 JP,JP3942600002,36911,141488,NA,2013,178399
TÜRKİYE HALK BANKASI A.Ş.,2011,21131,Turkey,Financials,HALKB TI,TRETHAL00019,16477,36118,NA,2013,52595
Brambles,2011,2116,Australia,Industrials,BXB AU,AU000000BXB1,55057,72236,NA,2013,127293
Olam International,2011,21403,Singapore,Consumer Staples,OLAM SP,SG1Q75923504,2273494,167506,500,2013,2441500
"Reject Shop, The",2011,21429,Australia,Consumer Discretionary,TRS AU,AU000000TRS9,NA,NA,NA,2013,0
Charter Hall Group,2011,21448,Australia,Financials,CHC AU,AU000000CHC0,5237,94481,NA,2013,99718
AWE,2011,21454,Australia,Energy,AWE AU,AU000000AWE9,135541,562,NA,2013,136103
Ardent Leisure Group,2011,21455,Australia,Consumer Discretionary,AAD AU,AU000000AAD7,2646,51914,NA,2013,54560
Vanguard International Semiconductor Corporation,2011,21683,Taiwan,Information Technology,5347 TT,NA,153243,249354,102,2014,402699
Manitou BF,2011,21733,France,Electrical Equipment and Machinery,MTU FP,FR0000038606,5766,473,NA,2016,6239
Stobart Group Ltd,2011,21814,United Kingdom,Industrials,STOB LN,GB00B03HDJ73,354498,8225,NA,2014,362723
Mettler-Toledo,2011,22010,Switzerland,Health Care,MTD US,US5926881054,30479,30705,NA,2014,61184
RPS Group Plc,2011,22142,United Kingdom,Industrials,RPS LN,GB0007594764,9958,6678,NA,2013,16636
Ricardo Plc,2011,22148,United Kingdom,Industrials,RCDO LN,GB0007370074,5347,7726,NA,2013,13073
Danieli & C Officine Meccaniche S.p.A.,2011,22216,Italy,Industrials,DAN IM,IT0000076502,NA,NA,NA,2013,0
"TS Tech Co.,Ltd.",2011,22231,Japan,Consumer Discretionary,7313 JT,JP3539230007,940,8488,NA,2013,9428
"FUJI MEDIA HOLDINGS, INC.",2011,22267,Japan,Consumer Discretionary,4676 JP,JP3819400007,0,18783,NA,2013,18783
jcpenney,2011,22370,USA,Consumer Discretionary,JCP US,US7081601061,104948,1028997,NA,2013,1133945
Cliffs Natural Resources Inc,2011,22408,USA,Materials,CLF US,US18683K1016,5952990,3787076,NA,2013,9740066
Yit Oyj,2011,22539,Finland,Industrials,YTY1V FH,FI0009800643,58447,36719,NA,2013,95166
Simplo Technology Co Ltd,2011,22588,Taiwan,Information Technology,6121 TT,TW0006121007,0,20492,NA,2013,20492
"Shin Zu Shing Co., Ltd.",2011,22589,Taiwan,Industrials,3376 TT,TW0003376000,255,11643,NA,2013,11898
Chunghwa Picture Tubes Ltd,2011,22645,Taiwan,Information Technology,2475 TT,TW0002475001,427728,712777,6,2013,1140511
Bidvest Group Ltd,2011,22684,South Africa,Industrials,BVT SJ,ZAE000117321,397674,309031,10293,2013,716998
UGL,2011,22706,Australia,Industrials,UGL AU,AU000000UGL5,24837,31786,NA,2013,56623
Grupo Financiero Banorte SAB de CV,2011,22734,Mexico,Financials,GFNORTEO MM,MXP370711014,4228,63101,NA,2014,67329
Western Digital Corp,2011,22865,USA,Information Technology,WDC US,US9581021055,11796,440918,NA,2013,452714
Technip Sa,2011,22934,France,Energy,TEC FP,FR0000131708,342075,36085,NA,2013,378160
Helical Bar Plc,2011,23011,United Kingdom,Financials,HLCL LN,GB00B0FYMT95,477,3578,NA,2013,4055
British Sky Broadcasting,2011,2302,United Kingdom,Consumer Discretionary,BSY LN,GB0001411924,20972,80458,NA,2013,101430
J Sainsbury Plc,2011,23214,United Kingdom,Consumer Staples,SBRY LN,GB00B019KW72,728738,807964,724,2013,1537426
Corning Incorporated,2011,23254,USA,Information Technology,GLW US,US2193501051,383729,1129330,NA,2013,1513059
BWP Trust,2011,2415,Australia,Financials,BWP AU,AU000000BWP3,0,171,NA,2013,171
"Aeon Co., Ltd.",2011,258,Japan,Consumer Staples,8267 JP,JP3388200002,256645,3307868,NA,2013,3564513
Caltex Australia,2011,2630,Australia,Energy,CTX AU,AU000000CTX1,1849424,303099,NA,2013,2152523
"Canadian Tire Corporation, Limited",2011,2670,Canada,Consumer Discretionary,CTC/A CN,CA1366812024,42342,48794,NA,2014,91136
NG Bailey,2011,29006,United Kingdom,Telecommunication Services,1446810Z LN,NA,5544,1775,1,2013,7320
Grafton Merchanting GB Ltd,2011,29026,United Kingdom,Industrials,NA,NA,40579,NA,NA,2013,40579
Celgene Corporation,2011,2982,USA,Health Care,CELG US,US1510201049,14463,17361,655,2013,32479
Ernst & Young LLP UK,2011,29900,United Kingdom,Financials,4471711Z LN,NA,1509,13052,NA,2013,14561
Ernst & Young LLP (USA),2011,29943,USA,Financials,5092Z US,NA,14,43745,NA,2013,43759
"CenterPoint Energy, Inc.",2011,3003,USA,Utilities,CNP US,US15189T1079,2784583,NA,NA,2013,2784583
Centrais Eletricas Brasileiras S/A (ELETROBRAS),2011,3010,Brazil,Utilities,ELET3 BZ,BRELETACNOR6,5772344,575079,NA,2013,6347423
Iron Mountain Inc.,2011,30131,USA,Industrials,IRM US,US4628461067,129948,165413,NA,2013,295361
Central Japan Railway Company,2011,3021,Japan,Industrials,9022 JP,JP3566800003,NA,1245000,NA,2013,1245000
Challenger,2011,3105,Australia,Financials,CGF AU,AU000000CGF5,NA,NA,NA,2013,0
Befimmo SA,2011,31360,Belgium,Financials,BEFB BB,BE0003678894,200,0,NA,2014,200
Kernel Holding,2011,31746,Poland,Consumer Staples,KER PW,LU0327357389,323049,81456,252511,2015,657016
Tim Hortons Inc.,2011,31830,Canada,Consumer Discretionary,THI CN,CA88706M1032,28491,4958,NA,2014,33449
"ULVAC, Inc.",2011,31906,Japan,Industrials,6728 JT,JP3126190002,50708,NA,NA,2013,50708
Amadeus IT Holding,2011,31917,Spain,Information Technology,AMS SM,ES0109067019,1175,26016,NA,2015,27191
"Universal Global Technology(Shenzhen)Co.,Ltd.",2011,32572,China,Industrials,NA,NA,NA,NA,NA,2013,0
Cia Energética de São Paulo S.A. - CESP,2011,3299,Brazil,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",CESP3 BZ,BRCESPACNOR3,6888,131,NA,2016,7019
Hyatt Hotels,2011,33275,USA,Consumer Discretionary,H US,US4485791028,231543,1156725,62,2013,1388330
Citycon Oyj,2011,3387,Finland,Financials,CTY1S FH,FI0009002471,185,69490,NA,2015,69675
TRW Automotive Holdings Corp,2011,34458,USA,Consumer Discretionary,TRW US,US87264S1069,97994,576079,NA,2014,674073
AGL Energy,2011,351,Australia,Utilities,AGK AU,AU000000AGK9,21741632,303574,75000,2013,22120206
Club Mediterranee,2011,3514,France,Consumer Discretionary,CU FP,FR0000121568,32745,88830,NA,2013,121575
CLS Holdings plc,2011,3515,United Kingdom,Financials,CLI LN,GB0001592475,1429,5915,NA,2014,7344
Ecofrotas,2011,35211,Brazil,Industrials,NA,NA,810,19,314,2013,1143
Coca-Cola Amatil,2011,3558,Australia,Consumer Staples,CCL AU,AU000000CCL2,52803,132019,NA,2013,184822
Cogeco Cable Inc,2011,3583,Canada,Consumer Discretionary,CCA CN,CA19238V1058,5521,8023,NA,2014,13544
Commonwealth Bank of Australia,2011,3649,Australia,Financials,CBA AU,AU000000CBA7,11160,145989,NA,2013,157149
BEŞİKTAŞ FUTBOL YATIRIMLARI SANAYİ VE TİCARET A.Ş.,2011,36547,Turkey,Consumer Discretionary,BJKAS TI,TRABJKAS91X6,NA,NA,NA,2013,0
Aurizon Holdings,2011,36581,Australia,Industrials,AZJ AU,AU000000AZJ1,676769,455920,NA,2013,1132689
Treasury Wine Estates,2011,36584,Australia,Consumer Staples,TWE AU,AU000000TWE9,16750,48150,NA,2013,64900
Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,2011,3690,Brazil,Utilities,SBSP3 BZ,BRSBSPACNOR5,1907459,66506,NA,2014,1973965
Henry Boot plc,2011,37010,United Kingdom,Consumer Discretionary,BHY LN,GB0001110096,871,96,NA,2014,967
Van Lanschot NV,2011,37134,Netherlands,Financials,LANS NA,NA,3952,370,NA,2014,4322
Chorus,2011,37178,New Zealand,Telecommunication Services,CNU NZ,NZCNUE0001S2,1855,12409,NA,2014,14264
African Rainbow Minerals,2011,372,South Africa,Materials,ARI SJ,ZAE000054045,480420,1329785,NA,2013,1810205
"ConAgra Foods, Inc.",2011,3732,USA,Consumer Staples,CAG US,US2058871029,909671,1002250,NA,2013,1911921
Bank Coop AG,2011,37534,Switzerland,Financials,BC SW,CH0018116472,135,153,NA,2013,288
Emmi AG,2011,37535,Switzerland,Consumer Staples,EMMN SW,CH0012829898,36493,NA,NA,2013,36493
Trendway Corporation,2011,37816,USA,Financials,NA,NA,2982,3583,NA,2013,6565
Lam Research Corp.,2011,40327,USA,Information Technology,LRCX US,US5128071082,29004,36186,NA,2015,65190
CSL,2011,4052,Australia,Health Care,CSL AU,AU000000CSL8,55383,136951,NA,2013,192334
Crest Nicholson PLC,2011,4059,United Kingdom,Consumer Discretionary,NA,NA,773,381,NA,2013,1154
CaixaBank,2011,4081,Spain,"Banks, Diverse Financials, Insurance",CABK SM,ES0140609019,17050,26281,NA,2016,43331
Crown,2011,4090,Australia,Consumer Discretionary,CWN AU,AU000000CWN6,34210,160480,NA,2013,194690
CSR,2011,4116,Australia,Industrials,CSR LN,GB0034147388,370008,274951,NA,2013,644959
CSX Corporation,2011,4120,USA,Industrials,CSX US,US1264081035,5400086,295354,NA,2013,5695440
Chaun-Choung Technology Corp,2011,41540,Taiwan,Information Technology,6230 TT,TW0006230006,762,9236,NA,2013,9998
Keilhauer,2011,41902,Canada,Industrials,5090674Z CN,NA,388,168,NA,2014,556
"Darden Restaurants, Inc.",2011,4322,USA,Consumer Discretionary,DRI US,US2371941053,347796,719949,4,2013,1067749
Air New Zealand,2011,434,New Zealand,Industrials,AIR NZ,NZAIRE0001S2,2910041,9940,1903,2013,2921884
David Jones,2011,4351,Australia,Consumer Discretionary,DJS AU,AU000000DJS0,5016,93541,NA,2013,98557
Dechra Pharmaceuticals,2011,4402,United Kingdom,Health Care,DPH LN,GB0009633180,NA,NA,NA,2013,0
Petra Diamonds Ltd,2011,44407,United Kingdom,Materials,PDL LN,NA,49529,225844,NA,2014,275373
Mid Wynd International Investment Trust,2011,44431,United Kingdom,Financials,MWY LN,NA,NA,NA,NA,2013,0
KAP Industrial Holdings Ltd,2011,44466,South Africa,Industrials,KAP SJ,NA,409579,273389,14033,2013,697001
Trade Me,2011,44968,New Zealand,Consumer Discretionary,TME NZ,NA,38,4,NA,2013,42
Borregaard ASA,2011,45101,Norway,Materials,BRG NO,NO0010657505,182306,178647,116185,2015,477138
Deloitte Touche Tohmatsu Limited,2011,4528,United Kingdom,Industrials,191738Z US,NA,83797,217768,NA,2013,301565
Dexus Property Group,2011,4627,Australia,Financials,DXS AU,AU000000DXS1,4450,107123,NA,2013,111573
Deutsche Telekom AG,2011,4667,Germany,Telecommunication Services,DTE GR,DE0005557508,387709,3209801,561,2013,3598071
Diageo Plc,2011,4702,United Kingdom,Consumer Staples,DGE LN,GB0002374006,597619,83898,350000,2013,1031517
DIRECTV,2011,4773,USA,Consumer Discretionary,DTV US,US25490A3095,120873,94728,NA,2013,215601
Discovery Holdings Ltd,2011,4787,South Africa,Financials,DSY SJ,ZAE000022331,752,32164,NA,2013,32916
Distell Group Ltd,2011,4816,South Africa,Consumer Staples,DST SJ,ZAE000028668,76021,69140,NA,2013,145161
Altarea Cogedim,2011,48587,France,Financials,NA,NA,1173,2584,NA,2013,3757
Downer EDI,2011,4899,Australia,Industrials,DOW AU,AU000000DOW2,203125,50074,13819,2013,267018
RCL Foods Ltd,2011,49681,South Africa,Consumer Staples,RCL SJ,NA,125407,323248,NA,2014,448655
Ebos Group,2011,5184,New Zealand,Health Care,EBO NZ,NZEBOE0001S6,NA,NA,NA,2013,0
OFS Brands,2011,52854,USA,Industrials,NA,NA,28090,17398,6337,2014,51825
SK Engineering & Construction,2011,52987,South Korea,Industrials,003340 KF,NA,10218,22470,NA,2014,32688
Abertis Infraestructuras,2011,53,Spain,Industrials,ABE SM,ES0111845014,79276,79921,NA,2015,159197
Stance Healthcare,2011,53090,Canada,Industrials,0082660D CN,NA,28,13,NA,2015,41
Emeco Holdings,2011,5520,Australia,Industrials,EHL AU,AU000000EHL7,4211,3332,NA,2013,7543
Emira Property Fund,2011,5532,South Africa,Financials,EMI SJ,ZAE000050712,1204,187107,NA,2013,188311
Erste Group Bank AG,2011,5834,Austria,Financials,EBS AV,AT0000652011,45081,103465,NA,2013,148546
Estee Lauder Companies Inc.,2011,5885,USA,Consumer Staples,EL US,US5184391044,31490,58204,NA,2013,89694
Allianz SE,2011,593,Germany,Financials,ALV GR,DE0008404005,83443,176675,NA,2013,260118
Fifth Third Bancorp,2011,6285,USA,Financials,FITB US,US3167731005,14160,110364,NA,2013,124524
FedEx Corporation,2011,6287,USA,Industrials,FDX US,US31428X1063,14602697,959109,NA,2013,15561806
FERROVIAL,2011,6305,Spain,Construction & Engineering,FER SM,ES0118900010,657785,127701,50668,2017,836154
FirstEnergy Corporation,2011,6383,USA,"Electric Utilities & Independent Power Producers & Energy Traders (including fossil, alternative and nuclear energy)",FE US,US3379321074,76313092,NA,NA,2016,76313092
Abbott Laboratories,2011,64,USA,Health Care,ABT US,US0028241000,487000,570000,NA,2014,1057000
Flowserve Corporation,2011,6424,USA,Industrials,FLS US,US34354P1057,NA,NA,NA,2015,0
Firstrand Limited,2011,6436,South Africa,Financials,FSR SJ,ZAE000066304,11571,257171,NA,2013,268742
Fortescue Metals Group,2011,6634,Australia,Materials,FMG AU,AU000000FMG4,1062109,57264,NA,2013,1119373
Amcor,2011,674,Australia,Materials,AMC AU,AU000000AMC4,922758,1693446,NA,2013,2616204
France Telecom,2011,6764,France,Telecommunication Services,ORA FP,FR0000133308,392551,970091,NA,2013,1362642
Fuji Heavy Industries Ltd.,2011,6855,Japan,Consumer Discretionary,7270 JP,JP3814800003,155974,102988,NA,2013,258962
Gazprom OAO,2011,7047,Russia,Energy,GAZP RM,RU0007661625,133428139,5146743,NA,2013,138574882
General Mills Inc.,2011,7156,USA,Consumer Staples,GIS US,US3703341046,259400,737000,3000,2013,999400
Precinct Properties New Zealand,2011,727,New Zealand,Financials,PCT NZ,NZAPTE0001S3,5000,4500,NA,2013,9500
Gindalbie Metals,2011,7355,Australia,Materials,GBG AU,AU000000GBG5,47495,664,NA,2013,48159
Anadarko Petroleum Corporation,2011,745,USA,Energy,APC US,US0325111070,5056818,535843,NA,2013,5592661
Great Portland Estates,2011,7702,United Kingdom,Financials,GPOR LN,GB00B01FLL16,2431,9389,NA,2014,11820
Greene King,2011,7717,United Kingdom,Consumer Discretionary,GNK LN,GB00B0HZP136,42139,93474,NA,2013,135613
Groupe Steria,2011,7773,France,Information Technology,RIA FP,FR0000072910,2807,15863,NA,2013,18670
Group Five Ltd,2011,7799,South Africa,Industrials,GRF SJ,ZAE000027405,50593,62071,NA,2013,112664
APA Group,2011,802,Australia,Utilities,APA AU,AU000000APA1,327239,153937,NA,2013,481176
Hannover Rück SE,2011,8082,Germany,Financials,HNR1 GR,DE0008402215,0,3337,NA,2015,3337
Harman International Industries Inc,2011,8103,USA,Consumer Discretionary,HAR US,US4130861093,2602,38552,NA,2013,41154
HCL Technologies,2011,8162,India,Information Technology,HCLT IN,INE860A01027,56278,112992,NA,2013,169270
"Hino Motors, Ltd.",2011,8362,Japan,Electrical Equipment and Machinery,7205 JP,JP3792600003,154110,223130,NA,2016,377240
Husky Energy Inc.,2011,8675,Canada,Energy,HSE CN,CA4480551031,10320000,2310000,200000,2014,12830000
"Ibiden Co., Ltd.",2011,8732,Japan,Information Technology,4062 JP,JP3148800000,237000,339000,NA,2014,576000
Progressive Waste Solutions Ltd.,2011,8806,Canada,Industrials,BIN CN,CA74339G1019,2204626,24566,22673,2013,2251865
Impala Platinum Holdings,2011,8825,South Africa,Materials,IMP SJ,ZAE000083648,487911,3170280,NA,2013,3658191
Independence Group,2011,8878,Australia,Materials,IGO AU,AU000000IGO4,38429,15448,NA,2013,53877
Imperial Tobacco Group,2011,8884,United Kingdom,Consumer Staples,IMT LN,GB0004544929,144153,163819,NA,2013,307972
Aquila Resources,2011,891,Australia,Energy,AQA AU,AU000000AQA9,66530,14565,NA,2013,81095
Indian Oil Corporation,2011,9026,India,Energy,IOCL IN,INE242A01010,14154000,106000,NA,2013,14260000
Ingersoll-Rand Co. Ltd.,2011,9103,Ireland,Industrials,IR US,IE00B6330302,461487,246944,NA,2015,708431
Archer Daniels Midland,2011,912,USA,Consumer Staples,ADM US,US0394831020,14809727,3852992,5114025,2014,23776744
Insurance Australia Group,2011,9312,Australia,Financials,IAG AU,AU000000IAG3,8696,37975,NA,2013,46671
IOOF Holdings,2011,9415,Australia,Financials,IFL AU,AU000000IFL2,0,1944,NA,2013,1944
Isagen S.A. E.S.P.,2011,9519,Colombia,Utilities,ISAGEN CB,COE16PA00016,199903,10183,NA,2013,210086
ITE Group,2011,9533,United Kingdom,Industrials,ITE LN,GB0002520509,15,64,NA,2013,79
JD Group Ltd,2011,9724,South Africa,Consumer Discretionary,JDG SJ,ZAE000030771,27352,206035,NA,2013,233387
KCC,2012,10032,South Korea,Industrials,002380 KS,KR7002380004,779000,335143,NA,2013,1114143
Kellogg Company,2012,10056,USA,Consumer Staples,K US,US4878361082,536069,671729,NA,2013,1207798
Kemira Corporation,2012,10062,Finland,Materials,KRA1V FH,FI0009004824,147000,950000,172300,2013,1269300
Kier Group,2012,10071,United Kingdom,Industrials,KIE LN,GB0004915632,61886,17087,NA,2013,78973
Asciano Group,2012,1009,Australia,Industrials,AIO AU,AU000000AIO7,1096837,145495,NA,2014,1242332
Kesko Corporation,2012,10095,Finland,Consumer Staples,KESBV FH,FI0009000202,39297,168179,NA,2013,207476
KeyCorp,2012,10109,USA,Financials,KEY US,US4932671088,12584,71662,NA,2013,84246
Keyera Corp.,2012,10117,Canada,Energy,KEY CN,CA4932711001,1707892,346089,NA,2014,2053981
Kirin Holdings Co Ltd,2012,10132,Japan,Consumer Staples,2503 JP,JP3258000003,536692,658863,9669000,2013,10864555
Kimco Realty,2012,10143,USA,Financials,KIM US,US49446R1095,3420,67476,NA,2013,70896
Kimberly-Clark Corporation,2012,10148,USA,Consumer Staples,KMB US,US4943681035,2461675,2967804,668903,2013,6098382
Kingfisher,2012,10156,United Kingdom,Consumer Discretionary,KGF LN,GB0033195214,146819,308000,NA,2013,454819
Kingspan Group PLC,2012,10162,Ireland,Industrials,KSP ID,IE0004927939,42642,38883,NA,2013,81525
Ashland Inc.,2012,1017,USA,Materials,ASH US,US0442091049,720000,460000,NA,2013,1180000
Kinross Gold Corporation,2012,10175,Canada,Materials,K CN,CA4969024047,769974,473640,NA,2013,1243614
Kintetsu Corporation,2012,10177,Japan,Industrials,9041 JP,JP3260800002,36613,439470,NA,2013,476083
"Kobe Steel., Ltd.",2012,10181,Japan,Materials,5406 JP,JP3289800009,16243000,585000,NA,2013,16828000
Kiwi Income Property Trust,2012,10194,New Zealand,Financials,KIP NZ,NZKIPE0001S5,1060,3336,NA,2013,4396
KLA-Tencor Corporation,2012,10195,USA,Information Technology,KLAC US,US4824801009,1539,11049,NA,2013,12588
Klabin S/A,2012,10202,Brazil,Materials,KLBN4 BZ,BRKLBNACNPR9,415523,60651,1426954,2013,1903128
Klepierre,2012,10205,France,Financials,LI FP,FR0000121964,11651,79639,NA,2013,91290
KLP Insurance,2012,10216,Norway,Financials,1012Z NO,NA,102,488,3,2013,593
KNOLL INC,2012,10222,USA,Industrials,KNL US,US4989042001,14536,38158,NA,2013,52694
Korea Gas Corporation,2012,10227,South Korea,Utilities,036460 KS,KR7036460004,308758,341230,NA,2013,649988
Kohl's Corporation,2012,10233,USA,Consumer Discretionary,KSS US,US5002551043,22784,866703,NA,2013,889487
"Kokuyo Co., Ltd.",2012,10234,Japan,Industrials,7984 JP,JP3297000006,8887,32081,NA,2013,40968
Komatsu Ltd.,2012,10239,Japan,Industrials,6301 JP,JP3304200003,123754,354601,10000,2013,488355
Kone Oyj,2012,10250,Finland,Industrials,KNEBV FH,FI0009013403,105600,42000,NA,2013,147600
Kongsberg Gruppen ASA,2012,10258,Norway,Industrials,KOG NO,NO0003043309,1378,8393,NA,2013,9771
"Konica Minolta, Inc.",2012,10261,Japan,Information Technology,4902 JP,JP3300600008,171677,280823,NA,2013,452500
Kontron AG,2012,10264,Germany,Information Technology,KBC GR,DE0006053952,1655,10640,NA,2013,12295
Korea Electric Power Corporation,2012,10268,South Korea,Utilities,015760 KS,KR7015760002,1174220,132861,NA,2013,1307081
Korean Air,2012,10289,South Korea,Industrials,003490 KS,KR7003490000,12848820,64854,NA,2013,12913674
Kraft Foods,2012,10312,USA,Consumer Staples,KRFT US,US50076Q1067,477813,695225,25905,2013,1198943
Krasnoyarskaya GES OAO,2012,10316,Russia,Utilities,KRSG RU,RU0009085922,0,0,NA,2013,0
Kurita Water Industries Ltd.,2012,10320,Japan,Industrials,6370 JP,JP3270000007,29949,132799,NA,2014,162748
"Kuraray Co., Ltd.",2012,10324,Japan,Materials,3405 JP,JP3269600007,1078000,605000,73100,2013,1756100
Kroger,2012,10331,USA,Consumer Staples,KR US,US5010441013,1889971,4215860,NA,2013,6105831
Krones AG,2012,10334,Germany,Industrials,KRN GR,DE0006335003,8106,28096,0,2013,36202
